music,loudness
14788.mp3,0.16665098
14950.mp3,0.12064449
14944.mp3,0.14663346
14978.mp3,0.12518175
14993.mp3,0.15844896
14987.mp3,0.17323443
14777.mp3,0.08512856
14763.mp3,0.26942962
14549.mp3,0.03817517
14575.mp3,0.11349526
14561.mp3,0.1140027
14398.mp3,0.031184254
15045.mp3,0.21095312
14429.mp3,0.107286386
14401.mp3,0.031171747
14415.mp3,0.11803221
14824.mp3,0.07298547
14830.mp3,0.06443855
14818.mp3,0.15884104
14603.mp3,0.24042624
14617.mp3,0.28334692
14616.mp3,0.28683355
14602.mp3,0.24022105
14819.mp3,0.16477185
14831.mp3,0.073380984
14825.mp3,0.082276314
14414.mp3,0.109816015
14400.mp3,0.033753894
14428.mp3,0.11518487
15044.mp3,0.20410125
14399.mp3,0.031196598
14560.mp3,0.10458326
14574.mp3,0.11255757
14548.mp3,0.038057152
14762.mp3,0.2622177
14776.mp3,0.04312735
14986.mp3,0.16696234
14992.mp3,0.16135642
14979.mp3,0.12903012
14945.mp3,0.097169645
14951.mp3,0.121570796
14789.mp3,0.06709394
14947.mp3,0.110858545
14953.mp3,0.12791897
14984.mp3,0.15215069
14990.mp3,0.16840822
14748.mp3,0.10872963
14760.mp3,0.28423187
14774.mp3,0.044106927
14589.mp3,0.10988306
14562.mp3,0.118441634
14576.mp3,0.11529309
14416.mp3,0.11122812
14402.mp3,0.02972038
14833.mp3,0.12998056
14827.mp3,0.08050181
14628.mp3,0.0776642
14614.mp3,0.28934434
14600.mp3,0.23775023
14601.mp3,0.23583907
14615.mp3,0.28633827
14629.mp3,0.10936613
14826.mp3,0.07321262
14832.mp3,0.07306745
14403.mp3,0.068590716
14417.mp3,0.10551292
14577.mp3,0.11525237
14563.mp3,0.114603534
14588.mp3,0.106542386
14775.mp3,0.04423402
14761.mp3,0.27269167
14749.mp3,0.101464085
14991.mp3,0.16542816
14985.mp3,0.15123254
14952.mp3,0.12310055
14946.mp3,0.10363699
14942.mp3,0.1496398
14956.mp3,0.12920795
14765.mp3,0.30865723
14771.mp3,0.04275759
14981.mp3,0.14746365
14759.mp3,0.30120358
14995.mp3,0.14950457
14598.mp3,0.23890886
14567.mp3,0.1170805
14573.mp3,0.11275136
14413.mp3,0.10475416
14375.mp3,0.106637105
14407.mp3,0.22794494
15043.mp3,0.18215448
14836.mp3,0.19953267
14822.mp3,0.067128345
14611.mp3,0.28062594
14605.mp3,0.24147452
14639.mp3,0.18773076
14638.mp3,0.15905645
14604.mp3,0.24369307
14610.mp3,0.2733781
14823.mp3,0.07318289
14837.mp3,0.26820177
15042.mp3,0.16443652
14406.mp3,0.19023673
14412.mp3,0.115235
14374.mp3,0.11067751
14572.mp3,0.117324896
14566.mp3,0.11496682
14599.mp3,0.23785308
14994.mp3,0.1539344
14758.mp3,0.3073041
14980.mp3,0.13865316
14770.mp3,0.041337315
14764.mp3,0.27836642
14957.mp3,0.13433945
14943.mp3,0.1375076
14969.mp3,0.083512336
14955.mp3,0.12681046
14799.mp3,0.14185856
14941.mp3,0.14514755
14772.mp3,0.043321535
14766.mp3,0.3083243
14996.mp3,0.14641605
14982.mp3,0.14885336
14570.mp3,0.12030794
14564.mp3,0.11021205
14558.mp3,0.074196495
14389.mp3,0.3268456
14404.mp3,0.10098334
14376.mp3,0.115334444
14410.mp3,0.23526332
14438.mp3,0.27558422
15040.mp3,0.11051653
14809.mp3,0.14505114
14821.mp3,0.07450119
14835.mp3,0.17056996
14606.mp3,0.24279396
14612.mp3,0.29323047
14613.mp3,0.28812093
14607.mp3,0.2422074
14834.mp3,0.14443095
14820.mp3,0.16692095
14808.mp3,0.15277103
14439.mp3,0.26636812
15041.mp3,0.13963516
14377.mp3,0.119198814
14411.mp3,0.22315644
14405.mp3,0.14310527
14388.mp3,0.31991896
14559.mp3,0.089591876
14565.mp3,0.11184989
14571.mp3,0.11819869
14983.mp3,0.15452655
14997.mp3,0.14151245
14767.mp3,0.30700737
14773.mp3,0.0431674
14940.mp3,0.15830629
14798.mp3,0.14588255
14954.mp3,0.12202581
14968.mp3,0.08909169
14933.mp3,0.18307585
14927.mp3,0.18117589
14728.mp3,0.08872852
14714.mp3,0.18068998
14700.mp3,0.17451876
14516.mp3,0.39481056
14502.mp3,0.40411094
14489.mp3,0.30106685
15026.mp3,0.25965303
15032.mp3,0.093695775
14462.mp3,0.08083258
14476.mp3,0.084987484
14847.mp3,0.42604166
14853.mp3,0.4975588
14884.mp3,0.15993147
14648.mp3,0.07620333
14890.mp3,0.017123362
14660.mp3,0.07456785
14674.mp3,0.08057914
14675.mp3,0.07525826
14661.mp3,0.070033565
14891.mp3,0.01736465
14649.mp3,0.07424175
14885.mp3,0.017750554
14852.mp3,0.48066908
14846.mp3,0.43164387
14477.mp3,0.27910504
14463.mp3,0.085454956
15033.mp3,0.09714031
15027.mp3,0.2526167
14488.mp3,0.30180618
14503.mp3,0.4109627
14517.mp3,0.399908
14701.mp3,0.17423767
14715.mp3,0.19664004
14729.mp3,0.090278134
14926.mp3,0.1828225
14932.mp3,0.18540964
14924.mp3,0.22908953
14930.mp3,0.18347546
14918.mp3,0.22155836
14703.mp3,0.1763488
14717.mp3,0.1979611
14529.mp3,0.05004952
14501.mp3,0.4022274
14515.mp3,0.39582348
14449.mp3,0.26656082
15031.mp3,0.08913173
15025.mp3,0.25379547
14475.mp3,0.07846139
15019.mp3,0.26300678
14461.mp3,0.072743684
14850.mp3,0.4362492
14688.mp3,0.17857386
14844.mp3,0.3919722
14878.mp3,0.1583767
14893.mp3,0.01779792
14887.mp3,0.01912625
14677.mp3,0.075663716
14663.mp3,0.07714262
14662.mp3,0.07274517
14676.mp3,0.07544059
14886.mp3,0.018101951
14892.mp3,0.016498415
14879.mp3,0.15331943
14845.mp3,0.4276935
14689.mp3,0.20404516
14851.mp3,0.46226504
15018.mp3,0.26586515
14460.mp3,0.058635615
14474.mp3,0.079426914
15024.mp3,0.25052106
14448.mp3,0.28369805
15030.mp3,0.2308446
14514.mp3,0.3989115
14500.mp3,0.39995593
14528.mp3,0.048912246
14716.mp3,0.19767652
14702.mp3,0.17523861
14919.mp3,0.22575167
14931.mp3,0.1808301
14925.mp3,0.18262577
14909.mp3,0.188524
14921.mp3,0.22127731
14935.mp3,0.1688637
14706.mp3,0.17804459
14712.mp3,0.16722032
14504.mp3,0.41609523
14510.mp3,0.4109945
14538.mp3,0.096736684
15008.mp3,0.22171657
14470.mp3,0.08934361
14464.mp3,0.09045234
15034.mp3,0.096325316
14458.mp3,0.039000124
15020.mp3,0.25583526
14869.mp3,0.06429932
14855.mp3,0.45382503
14841.mp3,0.34722364
14699.mp3,0.17893201
14672.mp3,0.0767086
14666.mp3,0.07435417
14896.mp3,0.033834204
14882.mp3,0.15616225
14897.mp3,0.050065104
14667.mp3,0.07307931
14673.mp3,0.08007841
14698.mp3,0.20987676
14840.mp3,0.25273263
14854.mp3,0.47756016
14868.mp3,0.05680137
14459.mp3,0.04698515
15021.mp3,0.25583088
15035.mp3,0.09970145
14465.mp3,0.08950041
15009.mp3,0.22347584
14471.mp3,0.08544803
14539.mp3,0.098567024
14511.mp3,0.41255718
14505.mp3,0.41815686
14713.mp3,0.16964343
14707.mp3,0.17821853
14934.mp3,0.18284906
14920.mp3,0.23336475
14908.mp3,0.20031245
14936.mp3,0.17075971
14922.mp3,0.23102893
14711.mp3,0.16294853
14705.mp3,0.17744835
14739.mp3,0.084609225
14513.mp3,0.40241447
14507.mp3,0.4124
14498.mp3,0.40413645
14467.mp3,0.09241027
14473.mp3,0.07727534
15023.mp3,0.25273064
15037.mp3,0.10014914
14842.mp3,0.37938845
14856.mp3,0.4382996
14665.mp3,0.07633739
14671.mp3,0.07529113
14659.mp3,0.11736446
14881.mp3,0.17356244
14895.mp3,0.019296322
14894.mp3,0.017791573
14880.mp3,0.15742023
14658.mp3,0.11879206
14670.mp3,0.07088841
14664.mp3,0.0758231
14857.mp3,0.42108262
14843.mp3,0.3856729
15036.mp3,0.09768753
15022.mp3,0.25157496
14472.mp3,0.07951823
14466.mp3,0.08663679
14499.mp3,0.40442416
14506.mp3,0.4143984
14512.mp3,0.40920365
14738.mp3,0.08664416
14704.mp3,0.17670155
14710.mp3,0.15842494
14923.mp3,0.2275741
14937.mp3,0.16123146
14912.mp3,0.17950964
14906.mp3,0.20902911
14709.mp3,0.17154191
14735.mp3,0.0875559
14721.mp3,0.06460289
14537.mp3,0.08426784
14523.mp3,0.04852898
14480.mp3,0.24640144
14494.mp3,0.22710587
15007.mp3,0.22193584
15013.mp3,0.24235551
14443.mp3,0.24898526
14457.mp3,0.32693917
14866.mp3,0.06787659
14872.mp3,0.0678895
14682.mp3,0.10045675
14696.mp3,0.21431933
14669.mp3,0.064622514
14641.mp3,0.15635353
14899.mp3,0.10196721
14655.mp3,0.12804796
14654.mp3,0.12363844
14898.mp3,0.06924192
14640.mp3,0.17196836
14668.mp3,0.0660014
14697.mp3,0.19629164
14683.mp3,0.09657932
14873.mp3,0.05956096
14867.mp3,0.05934286
14456.mp3,0.3095436
14442.mp3,0.22974889
15012.mp3,0.23616096
15006.mp3,0.15252365
14495.mp3,0.22644377
14481.mp3,0.2536242
14522.mp3,0.05332415
14536.mp3,0.086335935
14720.mp3,0.2122779
14734.mp3,0.08774446
14708.mp3,0.17819235
14907.mp3,0.19608985
14913.mp3,0.17788245
14905.mp3,0.20452042
14911.mp3,0.18018597
14939.mp3,0.14923827
14722.mp3,0.06407046
14736.mp3,0.08881716
14508.mp3,0.41027382
14520.mp3,0.41683635
14534.mp3,0.08398944
14497.mp3,0.3992596
14483.mp3,0.2617799
14468.mp3,0.092551485
15010.mp3,0.22779125
15004.mp3,0.14841951
14454.mp3,0.27563894
15038.mp3,0.09988753
14440.mp3,0.2600162
14865.mp3,0.43281442
14695.mp3,0.22318757
14859.mp3,0.41338927
14681.mp3,0.100997485
14656.mp3,0.1253421
14642.mp3,0.095233455
14643.mp3,0.08079587
14657.mp3,0.125745
14680.mp3,0.11219396
14858.mp3,0.40820518
14694.mp3,0.22016141
14864.mp3,0.42572948
14870.mp3,0.058362525
15039.mp3,0.099373564
14441.mp3,0.24105091
14455.mp3,0.27785376
15005.mp3,0.14949444
14469.mp3,0.089978345
15011.mp3,0.22787821
14482.mp3,0.24076931
14496.mp3,0.22380596
14535.mp3,0.091451
14521.mp3,0.054161485
14509.mp3,0.40835536
14737.mp3,0.08851156
14723.mp3,0.06790719
14938.mp3,0.16126435
14910.mp3,0.1861184
14904.mp3,0.21331526
14928.mp3,0.18389565
14900.mp3,0.13098319
14914.mp3,0.1789868
14727.mp3,0.08753222
14733.mp3,0.08925985
14525.mp3,0.0539052
14531.mp3,0.0656283
14519.mp3,0.41292724
14492.mp3,0.2434617
14486.mp3,0.28662702
15029.mp3,0.23516686
14451.mp3,0.2597491
14445.mp3,0.2779347
15015.mp3,0.25650388
14479.mp3,0.26515582
15001.mp3,0.14373243
14848.mp3,0.41582927
14690.mp3,0.22472246
14684.mp3,0.09935218
14874.mp3,0.080871485
14860.mp3,0.4224953
14653.mp3,0.120434195
14647.mp3,0.07352187
14646.mp3,0.07715312
14652.mp3,0.10690509
14861.mp3,0.407502
14875.mp3,0.10579345
14685.mp3,0.12098125
14691.mp3,0.21636775
14849.mp3,0.43113688
14478.mp3,0.2683944
15000.mp3,0.14048216
15014.mp3,0.2483221
14444.mp3,0.2689548
15028.mp3,0.23653801
14450.mp3,0.2759896
14487.mp3,0.30580106
14493.mp3,0.22788703
14518.mp3,0.40901476
14530.mp3,0.05401373
14524.mp3,0.050529223
14732.mp3,0.08721703
14726.mp3,0.08432022
14915.mp3,0.18780039
14901.mp3,0.13338418
14929.mp3,0.17967695
14917.mp3,0.20674928
14903.mp3,0.1370421
14730.mp3,0.088953085
14724.mp3,0.07333588
14718.mp3,0.20239925
14532.mp3,0.0785616
14526.mp3,0.055759892
14485.mp3,0.29114026
14491.mp3,0.2730555
14446.mp3,0.29561478
14452.mp3,0.24897003
15002.mp3,0.14227544
15016.mp3,0.2527715
14687.mp3,0.1349562
14693.mp3,0.23295228
14863.mp3,0.41525063
14644.mp3,0.08301659
14650.mp3,0.086182065
14888.mp3,0.018610135
14678.mp3,0.07950159
14679.mp3,0.080622286
14651.mp3,0.099687874
14645.mp3,0.08327355
14876.mp3,0.10884527
14862.mp3,0.40846783
14692.mp3,0.2587551
14686.mp3,0.14249173
15017.mp3,0.2567461
15003.mp3,0.14444268
14453.mp3,0.26374063
14447.mp3,0.3054817
14490.mp3,0.28218552
14484.mp3,0.2661488
14527.mp3,0.050879087
14533.mp3,0.08290872
14719.mp3,0.2057883
14725.mp3,0.08244986
14731.mp3,0.086425
14902.mp3,0.14408004
14916.mp3,0.199177
14971.mp3,0.07883508
14965.mp3,0.13902543
14795.mp3,0.1109548
14781.mp3,0.18007843
14959.mp3,0.13803522
14756.mp3,0.27559492
14742.mp3,0.08500048
14597.mp3,0.13092679
14583.mp3,0.117850035
14568.mp3,0.12024244
14554.mp3,0.050955962
14540.mp3,0.08539237
14385.mp3,0.27532983
14391.mp3,0.31360012
14408.mp3,0.22204459
14420.mp3,0.105609335
14434.mp3,0.30469987
14805.mp3,0.15381192
14811.mp3,0.15829279
14839.mp3,0.2353964
14622.mp3,0.047393728
14636.mp3,0.187391
14637.mp3,0.16773112
14623.mp3,0.04969521
14838.mp3,0.23366727
14810.mp3,0.14637539
14804.mp3,0.1479991
14435.mp3,0.29236215
14421.mp3,0.10553313
14409.mp3,0.23646834
14390.mp3,0.31392103
14384.mp3,0.22746894
14541.mp3,0.016888173
14555.mp3,0.046716996
14569.mp3,0.122305825
14582.mp3,0.1171265
14596.mp3,0.13028616
14743.mp3,0.0861096
14757.mp3,0.29038647
14958.mp3,0.13311431
14780.mp3,0.18137084
14794.mp3,0.097401634
14964.mp3,0.13582356
14970.mp3,0.08201246
14966.mp3,0.08493907
14972.mp3,0.08410362
14782.mp3,0.13875833
14796.mp3,0.12415405
14769.mp3,0.042721815
14999.mp3,0.1394714
14741.mp3,0.0851561
14755.mp3,0.26173538
14580.mp3,0.116676845
14594.mp3,0.12342329
14543.mp3,0.024489129
14557.mp3,0.056754608
14392.mp3,0.33075407
14386.mp3,0.3273786
14379.mp3,0.1109788
14437.mp3,0.27872872
14423.mp3,0.09848575
14812.mp3,0.1620288
14806.mp3,0.14394867
14609.mp3,0.26160568
14635.mp3,0.16907053
14621.mp3,0.04826537
14620.mp3,0.045340415
14634.mp3,0.16909009
14608.mp3,0.25447693
14807.mp3,0.14936574
14813.mp3,0.16834952
14422.mp3,0.11626529
14436.mp3,0.28247055
14378.mp3,0.103707805
14387.mp3,0.32422447
14393.mp3,0.033893142
14556.mp3,0.049551345
14542.mp3,0.020815589
14595.mp3,0.12729843
14581.mp3,0.116578884
14754.mp3,0.26951656
14740.mp3,0.08402913
14998.mp3,0.14088987
14768.mp3,0.27609432
14797.mp3,0.14044073
14783.mp3,0.14225991
14973.mp3,0.083536714
14967.mp3,0.083244376
14787.mp3,0.17452024
14793.mp3,0.08252176
14963.mp3,0.13608982
14977.mp3,0.11584681
14744.mp3,0.09453508
14988.mp3,0.17299253
14750.mp3,0.31698057
14778.mp3,0.12216104
14585.mp3,0.10846591
14591.mp3,0.12456962
14546.mp3,0.03428965
14552.mp3,0.048062067
14397.mp3,0.03174862
14383.mp3,0.19892167
14432.mp3,0.29693902
14426.mp3,0.10655516
14817.mp3,0.16028719
14803.mp3,0.13899982
14630.mp3,0.13685547
14624.mp3,0.049377736
14618.mp3,0.2844036
14619.mp3,0.279164
14625.mp3,0.04507729
14631.mp3,0.15566042
14802.mp3,0.1436212
14816.mp3,0.16535571
14427.mp3,0.105839305
14433.mp3,0.30494076
14382.mp3,0.1493726
14396.mp3,0.03138543
14553.mp3,0.04697836
14547.mp3,0.035356846
14590.mp3,0.11701044
14584.mp3,0.11665595
14779.mp3,0.15751627
14751.mp3,0.30354974
14989.mp3,0.17302312
14745.mp3,0.09721581
14976.mp3,0.10420712
14962.mp3,0.13290256
14792.mp3,0.07301706
14786.mp3,0.1761476
14790.mp3,0.06628777
14948.mp3,0.11076111
14784.mp3,0.1410403
14974.mp3,0.09652022
14960.mp3,0.13777135
14753.mp3,0.27360147
14747.mp3,0.107546955
14592.mp3,0.12427906
14586.mp3,0.10040688
14551.mp3,0.044646256
14545.mp3,0.029561492
14579.mp3,0.11610227
14380.mp3,0.11407257
14394.mp3,0.03134466
14425.mp3,0.10341872
14431.mp3,0.28798613
14419.mp3,0.11371232
14828.mp3,0.07291296
14800.mp3,0.13801682
14814.mp3,0.17299506
14627.mp3,0.061108
14633.mp3,0.189105
14632.mp3,0.17242353
14626.mp3,0.045126814
14815.mp3,0.17036732
14801.mp3,0.14725482
14829.mp3,0.07378808
14418.mp3,0.11333968
14430.mp3,0.1036894
14424.mp3,0.10462832
14395.mp3,0.03034506
14381.mp3,0.1087084
14578.mp3,0.11754589
14544.mp3,0.028885718
14550.mp3,0.04452824
14587.mp3,0.10296413
14593.mp3,0.123212546
14746.mp3,0.102458745
14752.mp3,0.29938725
14961.mp3,0.1347098
14975.mp3,0.100296006
14785.mp3,0.15149586
14949.mp3,0.11896639
14791.mp3,0.06841237
